american football conference	champion
american football conference	champion
bronco	finish
they	defeat
bronco	finish
bronco	finish
Panthers	finish
Panthers	finish
they	defeat
bronco	finish
Panthers	finish
bronco	finish
they	defeat
Panthers	finish
they	defeat
Denver linebacker Von Miller	name
Newton	limited
Denver linebacker Von Miller	name
Denver linebacker Von Miller	name
Denver linebacker Von Miller	name
Denver linebacker Von Miller	name
CBS	broadcast
Super Bowl halftime	headline
Super Bowl halftime	headline
CBS	broadcast
Super Bowl halftime	headline
Super Bowl halftime	headline
Super Bowl halftime	headline
NFL Commissioner Roger Goodell	state
NFL Commissioner Roger Goodell	state
NFL Commissioner Roger Goodell	state
NFL Commissioner Roger Goodell	state
NFL Commissioner Roger Goodell	state
Florida legislature	refuse
NFL owner	vote
team	coach
team	coach
Carolina Panthers	have
receiver	Olsen
pro Bowl quarterback Cam Newton	have
pro Bowl defensive	tackle
pro Bowl defensive	tackle
Panthers line	feature
two	select
who tri	undergo
he	set
bronco	plan
osweiler	injure
defense	rank
bronco	plan
Denver bronco	undergo
defense	rank
veteran receiver Demaryius Thomas	lead
run	rusher
veteran receiver Demaryius Thomas	lead
veteran receiver Demaryius Thomas	lead
run	rusher
Linebacker Brandon Marshall	lead
pro Bowl linebacker Von Miller	lead
Panthers	beat
Panthers	blow
Panthers	beat
Panthers	blow
Panthers	beat
Panthers	blow
bronco	defeat
they	beat
they	beat
bronco	defeat
they	beat
bronco	defeat
they	beat
Carolina	suffer
record	hold
record	hold
record	hold
Peyton Manning	become
Peyton Manning	become
Peyton Manning	become
matchup	pit
man	selection
man	set
matchup	pit
Rivera	Bowl
Rivera	Bowl
Rivera	Bowl
concern	raise
NFL Atlanta Braves field director Ed Mangan	state
bronco	elect
bronco	wear
decision	mean
AFC champion team	steeler
Jaime Weston	explain
logo	deviate
San Francisco mayor Ed Lee	say
San Francisco city supervisor Jane Kim	lobby
San Francisco mayor Ed Lee	say
San Francisco mayor Ed Lee	say
San Francisco mayor Ed Lee	say
fundraiser	aid
fundraiser	aid
funding	provide
fundraiser	aid
funding	provide
Super Bowl champion	receive
50	design
50	design
50	design
50	design
broadcast team	call
broadcast team	call
broadcast team	call
broadcast team	call
game	call
game	call
ESPN Deportes	announce
game	call
ESPN Deportes	broadcast
game	call
game	call
game	call
Nintendo	make
quickbook	sponsor
death Wish Coffee	beat
Westwood one	carry
Jim Gray	anchor
Westwood one	carry
Westwood one	carry
Westwood one	carry
Westwood one	carry
Jim Gray	anchor
Westwood one	carry
Westwood one	carry
Westwood one	carry
koa	carry
WBT	carry
koa	carry
koa	carry
WBT	carry
BBC	carry
Bart Starr	appear
Bart Starr	appear
Bart Starr	appear
Bart Starr	appear
Bart Starr	appear
six-time Grammy winner	perform
six-time Grammy winner	perform
six-time Grammy winner	perform
six-time Grammy winner	perform
league	confirm
league	confirm
Denver	take
linebacker Shaq Thompson	tackle
Thomas Davis	tackle
pair	carry
linebacker Shaq Thompson	tackle
Thomas Davis	tackle
Denver	take
Thomas Davis	tackle
Panthers quarterback Cam Newton	appear
linebacker Von Miller	knock
Panthers quarterback Cam Newton	appear
linebacker Von Miller	knock
linebacker Von Miller	knock
linebacker Von Miller	knock
linebacker Von Miller	knock
Newton	complete
bronco receiver Jordan Norwood	receive
Newton	complete
bronco receiver Jordan Norwood	receive
Newton	complete
Mike Tolbert	lose
Newton	sack
Newton	sack
Mike Tolbert	lose
Panthers	take
Newton	sack
Mike Tolbert	lose
Panthers	take
Newton	sack
Panthers	seem
bronco defense	halted
they	come
Panthers	seem
Ward	fumble
Panthers	seem
bronco defense	halted
man	complete
Ealy	knock
reception	set
reception	set
Ealy	knock
Miller	strip
player	do
Anderson	score
Miller	strip
Miller	strip
Anderson	rusher
Sanders	receiver
return	set
man	have
team	man
sack	tie
one	Skłodowska-Curie
Famous musician	include
University Library garden	open
rival	have
Warsaw	city
Economist Intelligence Unit	rank
Warsaw	become
Warsz	nobleman
Prince	establish
Warsaw	become
Warsaw	make
Germany	do
Central Poland	come
monument	commemorate
power	vest
Warsaw President	Menich
President	elect
stock exchange	be
factory	sell
they	descend
Norman adventurer	found
Duchy	fief
Duchy	establish
population	differ
contingent	include
William	tell
he	award
norman	capture
norman	enter
Roussel de Bailleul	try
Norman	name
8,000	norman
norman	join
year	land
lack	force
relationship	produce
relationship	produce
ethelr	flee
Edward Confessor	bring
he	appoint
Duke William II	conquer
invade norman	replace
one	flee
King Malcolm III	marry
King Malcolm III	marry
Malcolm	submit
King David I	instrumental
Edward Confessor	set
Edward Confessor	set
William	lead
some	discover
survivor	take
all	declare
prince	arrive
Richard	proceed
Richard Lion-Heart	marry
Bethencourt	take
nephew Maciot de Bethencourt	sell
nephew Maciot de Bethencourt	sell
nephew Maciot de Bethencourt	sell
duke	begin
church	utilise
it	commission
system	develop
monk	flee
Tesla	gain
ac induction motor	licensed
Nikola	credit
Tesla	hold
Tesla	hold
he	read
two	put
he	relocate
he	relocate
Tesla	partner
Tesla	partner
company	issue
Tesla	meet
Tesla	meet
editor	arrange
editor	arrange
editor	arrange
engineer	report
Westinghouse	look
Brown	negotiate
demonstration	put
demonstration	put
competition	result
competition	result
George Westinghouse	win
George Westinghouse	win
1893 Richard Dean Adams	seek
1893 Richard Dean Adams	seek
1890	saw
Tesla	capture
Westinghouse engineer Benjamin Lamme	make
Tesla	explain
Guglielmo Marconi	quip
this	begin
court	declare
Tesla	approach
money	respond
Morgan	shock
Tesla	write
Morgan	owe
plan	approve
Tesla	incorrect
Reuters news agency report	have
Reuters news agency report	have
Tesla	win
Tesla	wrench
body	find
John G. Trump	call
New York City mayor Fiorello La Guardia	read
New York City mayor Fiorello La Guardia	read
Sava Kosanović	marked
secretary Charlotte Muzar	transport
Tesla	telephone
Tesla	develop
Tesla	marry
secretary	write
Robert Underwood Johnson	describe
Tesla	harsh
Tesla	harsh
Tesla	critical
Tesla	comment
he	believe
Tesla	write
null	autobiography
thesis	say
it	show
algorithm	run
definition	be
papers	include
Manuel Blum	develop
learn	assist
religious	teach
teaching	carry
teaching	carry
null	accompany
teacher	have
government	operate
variety	be
function	include
teacher	member
function	include
function	include
teacher	follow
they	teach
this	advocate
teacher	concentrate
result	be
teacher	concentrate
teacher	concentrate
result	be
study	report
Chris Keates	say
education	responsibility
Garda vet	introduce
procedure	apply
medium education	available
charter school	provide
role	fill
emphasis	similar
Priesthood representative	expect
teacher	know
concept	range
concept	range
theology	reveal
Johann von Staupitz	pointed
he	ordain
Hans Hillerbrand	write
Luther	object
Luther	object
he	insist
christian	slacken
say	representative
Tetzel	line
it	January
student	throng
theologian Johann Eck	determine
Karl von Miltitz	attempt
it	conduct
Prince Frederick III	obtain
Johann Eck	present
Michael Mullett	consider
Luther	refuse
Mullett	suggest
emperor	present
Andreas Karlstadt	embark
town council	decide
Wittenberg jurist Jerome Schurf	write
he	face
pamphlet	lead
Luther	sympathise
he	give
defeat	bring
Martin Luther	marry
couple	engage
he	work
Luther Bible	influence
behavior	start
Luther	adopt
Lutheran theologian Franz Pieper	observe
Francis Blackburne	argue
Francis Blackburne	argue
Philip I	convoke
Luther	write
Luther	grow
treatise Von den Juden und ihren lügen	take
he	saw
Johannes Agricola	preach
Luther	become
give	one
Luther	write
Luther	encounter
he	consider
he	write
Luther	advise
christian author Eric Metaxas	claim
spokesman	Josel
Luther	author
Reinhold Lewin	write
book	print
Luther	author
Reinhold Lewin	write
book	print
church confederation	issue
Bishop Martin Sasse	publish
Sasse	applaud
Bishop Martin Sasse	publish
Bishop Martin Sasse	publish
Ronald Berger	write
Christopher J. Probst	show
Edwards	comment
Professor Richard Geary	write
wife Katharina	overheard
funeral	hold
United States Census Bureau	consider
BSkyB	become
company	change
european Commission	come
sky	pick
sky	bid
move	follow
BSkyB	able
BSkyB	utilise
BSkyB	utilise
BSkyB	utilise
BSkyB	have
service	start
package	include
ITV	holder
ITV	increase
ITV	go
ITV	ask
action	take
BSkyB	join
BBC	give
BSkyB	have
Sky active	call
Rail transport	provide
representative	governor
Premier	leader
Premier	face
Premier	Andrews
Cabinet	consist
Premier	Andrews
version	prepared
Huguenot	Queillerie
huguenot	lead
Stadtholder William III	emerge
name	suggest
group	establish
huguenot	fight
Andrew Lortie	become
Janet Gray	suggest
predecessor	include
Louis XIV	gain
E.I. du Pont	establish
one	Bayle
Huguenot family	keep
Prime Minister	descendant
engine	engine
it	improvement
James Watt	patented
history	stretch
steam turbine device	describe
version	use
locomotive salamanca	use
method	invent
concept	introduce
engine	improve
device	pump
Bento Moura Portugal	introduce
Bento Moura Portugal	introduce
Oliver Evans	introduce
Oliver Evans	introduce
inventor Jerónimo de Ayanz y Beaumont	obtain
measurement	make
watt	discover
watt	aware
watt	discover
Robert Boyle	prove


oil crisis	begin
Iran	exporter
Shah	say
successor	reverse
Nixon	name
rule	back
response	need
apollo/saturn vehicle	use
program	name
NASA	perform
NASA Deputy Administrator Hugh L. Dryden	announce
John F. Kennedy	elect
NASA Administrator James E. Webb	support
cosmonaut Yuri Gagarin	become
Kennedy	send
it	become
design	conduct
Administrator Webb	realize
Webb	announce
Mueller	realize
he	send
establishment	represent
member	begin
science	advisor
science	advisor
Wiesner	keep
Wiesner	blurt
Wiesner	relent
NASA	announce
north American Aviation	win
Apollo program	start
Dr. Harrison Schmitt	astronaut
Deke Slayton	select
Deke Slayton	select
problem	severe
problem	severe
Grissom	decide
NASA	convene
Webb	reassign
Grumman	decide
g mission	achieve
Stan Lebar	work
lunar broadcast datum	compile
European Union law	apply
European Union law	apply
law	enforce
European Union law	apply
law	enforce
european Commission	have
Council	make
it	decide
Court	interpret
Article	state
this	means
Parliament	request
proposal	adopt
Ireland	remains
President	set
Article	state
commissioner	bargain
proposal	adopt
this	means
Committee	find
it	have
Committee	find
it	meet
european	Orellana
european	Orellana
Ondemar Dias	accredit
remains	find
remains	find
Tatiana Kuplich	organize
analysis	conclude
city	radio
city	radio
Aken	grow
it	home
Alta Vista Tract	map
neighborhood	include
Woodward Park	found
Developer William Smilie	create
Davies	credit
Donald Davies	develop
it	found
datapac	develop
name	refer
community	build
internet2	announce
network	engineer
plague	introduce
genoese trader	flee
army	catapult
Gasquet	claim
Gasquet	claim
account	come
investigation	begin
historian Francis Aidan Gasquet	write
theory	challenge
Graham Twigg	produce
epidemic	kill
tectonic	provide
principle	develop
biostratigrapher	analyze
geochronologist	date
James Hutton	view
map	produce
city	develop
fragment	visible
extent	mile
city	have
null	reside
North	declare
ally	capture
scot	capture
Charles I	imprison
Charles I	imprison
regeneration	replace
regeneration	replace
Grainger Market architecture	list
Geordie dialect	speak
Stephen Kemble	manage
Stephen Kemble	guide
lecture theatre	building
NewcastleGateshead	hold
city	backdrop
it	have
train	serve
bus company	be
Stagecoach	operator
DFDS Seaways	run
people	include
it	found
v&a	have
open	June
George Wallis	promote
success	lead
architect	Fowke
decoration	court
style	Renaissance
68	1866
part	panelled
Centre Refreshment Room	design
Centre Refreshment Room	design
Grill Room	design
Royal Engineers	Colonel
designer	gate
part	build
façade	stretch
Prince Albert	appear
Prince Albert	appear
building	concrete
Gareth Hoskins	responsible
garden	redesign
Jawaharlal Nehru gallery	contain
manuscript	include
work	display
backlash	contribute
Meissen Vulture	be
gallery	work
one	chandelier
jewellery gallery	open
one	screen
Becket Casket date	c1180
ten	cartoon
one	tempera
painting	enter
painting	enter
one	consist
museum	photograph
item	include
Rodin	represent
it	decide
collection	have
investment firm Dillon	offer
Noble	acquire
ABC	able
ABC	air
application	request
ABC	find
movie theater operator	force
Leonard Goldenson	approach
Noble	receive
ABC	premiere
network	hire
network	begin
letter	reminiscent
Disney	announce
ABC Sports	sign
Disney Chairman/CEO Michael Eisner	outline
Time Warner Cable	remove
ABC	file
ABC	end
program	become
Millionaire	end
Disney	sell
Thomas S. Murphy	left
Noble	appoint
ABC Radio	launch
ABC Radio	launch
ABC Great States	sell
Elton Rule	name
Fred Pierce	convinced
Fred Pierce	convinced
television network	produce
Roone Arledge	name
Arledge	create
ABC	sell
Disney	deny
ABC	cancel
Daniel Burke	depart
Daniel Burke	depart
September	saw
ABC	debut
ABC	debut
Thomas S. Murphy	delegate
night	feature
Roone Arledge	name
ABC Entertainment president Ollie Treiz	discover
ABC Entertainment president Ollie Treiz	discover
design	intend
he	come
Genghis Khan	assign
he	son
temüjin	name
temüjin	have
temüjin	be
Hoelun	live
Begter	begin
resentment	erupt
he	capture
reputation	become
mother Hoelun	teach
she	kidnap
temüjin	rescue
Jamukha	support
he	have
Toghrul	ally
Jamukha	escape
Toghrul	ally
Jamukha	escape
threat	naiman
these	include
title khagan	confer
temüjin	acknowledge
Jin commander	send
Kuchlug	flee
Genghis Khan	decide
Genghis	send
khwarazmian dynasty	govern
Inalchuq	attack
Genghis Khan	send
division	march
Genghis Khan	order
city leader	open
survivor	execute
Mongol army	split
Genghis Khan	lead
force	attack
Subutai	send
force	defeat
Subutai	agree
Subutai	have
force	attack
one	challenge
Tangut general Ma Jianlong	put
Ma Jianlong	die
ögedei	appoint
I	do
Juzjani	claim
Red Guards	destroy
Mongol Empire	call
exception	role
exception	role
many	consider
evidence	be
Genghis	tell
Genghis Khan	put
Genghis Khan	expect
Genghis Khan	put
muqali	give
speed	reach


name	endorse
major Genghis Khan statue	erect
descendant Hulagu Khan	destroy
pharmacy technician	consider
diocle	one
latin translation De Materia Medica	use
Muhammad ibn Zakarīya Rāzi	act
Abu al-Qasim al-Zahrawi	pioneer
contribution	pioneering
pharmacist	collaborate
many	similar
practice	criticize
state law	outline
importation	target
pharmacy informatics	grow
jurisdiction	specify
shift	commence
this	exploit
virus	confirm
it	proof
Frank Burnet	formulate
it	cell
one	bring
it	use
one	Antigone
poet Percy Shelley	write
Marshall Cohen	note
it	become
LeGrande	write
LeGrande	write
individual	judge
individual	act
government	compel
definition	dispute
taxman	advise
man	insist
Thoreau	admit
Brownlee	argue
Julia Butterfly Hill	live
it	matter
architect	manage
architect	manage
owner	act
design	ask
banker	participant
accountant	act
cost engineer	apply
attorney	seek
architect	act
owner	produce
owner	select
D&B contractor	present
owner	produce
owner	select
it	contractor
foundation	require
build inspector	inspect
tuition	use
they	school
null	some
James Bryant Conant	reinvigorate
Harvard	field
null	politics
team	discover
french Huguenot explorer Jean Ribault	chart
Philip II	order
Spain	cede
Britain	cede
Spain	decide
New York	attract
Jacksonville Story	result
voter	reject
Hans Tanzler	pose
percent	own
professional labor organization	limit
education	raise
economist	conclude
gender pay gap	be
gender pay gap	be
Thomas Sowell	claim
kuznet	saw
kuznet	demonstrate
curve	predict
this	disprove
citation	-rsb-
citation	need
those	beneficiary
Thomas Piketty	argue
Americans	live
author Richard Wilkinson	find
debate	summarize
poor	matter
Economist Thomas Piketty	challenge
Robert Nozick	argue
doctor	produce
programme	relaunch
who	doctor
programme	relaunch
series	feature
Peter Capaldi	take
Whitaker	commission
decline	saw
Philip Segal	approach
Moffat	announce
it	claim
phrase	retain
article	place
Metropolitan Police Authority	file
this	include
videotape recording	make
reconstruction	release
BBC	reconstruct
John Hurt	guest-star
companion	Tyler
Eleventh Doctor	become
series	introduce
companion	Tyler
executive producer Russell t Davies	state
successor	continue
Dalek race	doctor
master	archenemy
master	play
master	return
master	return
role	portray
Derek Jacobi	provide
theme	compose
arrangement	replace
arrangement	replace
Murray Gold	provide
arrangement	introduce
version	have
Jon Pertwee	record
-lsb-	note
mankind version	release
contributor	Simpson
music	compose
music	compose
music	compose
Christopher Eccleston	record
Trevor Martin	play
Sarah Jane adventure	develop
series	transmit
doctor	encounter
this	publish
range	publish
it	noteworthy
character	novel
it	noteworthy
Peabody award	honour
Jon Culshaw	impersonate
doctor	lampoon
physics department	help
University	incorporate
University	create
campus	finance
campus	finance
program	pass
president	take
investor	donate
building	design
Eero Saarinen	contract
University	govern
Chairman	Alper
university	accredit
student	minority
student government	make
it	chair
alumnus	include
alumnus	include
alumnus	include
alumnus	include
alumnus	include
Nobel Memorial Prize	winner
faculty	include
faculty	include
faculty	include
faculty	include
faculty	include
faculty	include
faculty	include
dynasty	establish
mongol	1271
dynasty	establish
mongol	1271


dynasty	establish
mongol	destroy
Han Chinese	defect
father	Bingzhi
Shi Bingzhi	marry
Möngke Khan	commence
Kublai	return
kurultai	proclaimed
Ariq Böke	hamper
grandson Kaidu	refuse
Kublai	secure
Kublai	reject
he	welcome
travels	inspire
Southern song	flee
Southern song	flee
Kublai	name
yuan emperor	emperor
he	mentore
Emperor Gegeen Khan	rule
he	continue
Yesün Temür	recall
he	kill
he	puppet
Yesün Temür	recall
Gaining	win
Tugh Temür	abdicate
Kusala	die
he	kill
they	separate
toghtogha	dismiss
traveler	Polo
account	appear
some	argue
some	suggest
adviser	give
example	insignificance
authority	extend
example	insignificance
healer	divide
nestorian physician	Jesus
document	invent
publication	one
elite	remain
mongol	send
mongol	send
governor	Qara-Khitay
ming founder Zhu Yuanzhang	have
Muslims	revolt
historian Frederick W. Mote	write
commerce	give
mongol	object
mongol	object
mongol	object
Central Region	consider
map	indicate
paleoanthropologist Richard Leakey	discover
research	identify
swahilus	build
it	Union
Daniel arap Moi	win
Executive power	exercise
power	vest
President Kibaki	run
split	s
count	show
this	lead
world	watch
government	issue
US President Barack Obama	choose
Kenya	have
%	live
Kenya	classify
nurse	treat
case	refer
system	introduce
other	be
athlete	continue
captain	Patel
some	take
economist Hoesung Lee	chair
ipcc	lead
chair	Pachauri
IPCC Panel	compose
ipcc	receive
ipcc	receive
ipcc	receive
author	responsible
assessment report	feature
finding	dispute
Rep. Joe Barton	write
Rep. Joe Barton	write
Sherwood Boehlert	say
Sherwood Boehlert	say
Michael Oppenheimer	concede
lockstep situation	be
actor	have
report	ask
ipcc	operate
this	means
origin	suggest
existence	prove
prime	be
christian Goldbach	list
element	contain
euclid	show
formula	show
Rhine	form
this	reflect
this	reflect
Alsace	sell
leader	try
Confederation	establish
german encyclopedia Knaurs Lexikon	state
demand	grow
Scottish Parliament building	design
Queen Elizabeth II	open
Parliament	use
Scottish Parliament	elect
Scottish Parliament	elect
vote clerk	sit
preside Officer	responsible
convene	another
Bureau	consist
preside Officer	represent
convene	another
mace	display
Chamber debate	open
invitation	determine
group	make
preside Officer	decide
preside Officer	reduce
outcome	predict
party	entrust
member	contribute
committee	comprise
type	set
Scotland Act	govern
Scotland Act	govern
Westminster	agree
Scotland Act	enable
Scottish Parliament	have
bill	introduce
bill	introduce
bill	assent
he	do
member	put
Parliament	elect
member	put
leader	return
Parliament	elect
First Minister	choose
First Minister	choose
date	vary
First Minister	deliver
statement	question
General Question Time	take
snp	take
McLetchie	elect
Cameron	congratulate
US	spend
egyptian President Anwar Sadat	release
he	critic
Sayyid Abul Ala Maududi	figure
Sayyid Abul Ala Maududi	figure
contemporaneous	founding
element	engage
Mohamed Morsi	president
view	have
he	believe
government	enjoy
Soviet Union	deploy
factor	War
Islamists	accuse
attack	resonate
result	campaign
idea	remain
path	take
view	outline
group	include
Sudan	have
nif regime	harbor
ideology	describe
state	group
ht	engage
christian Whiton	call
leader Lenin	suggest
idea	stress
land empire	say
he	state
imperialism	component
attribution	grow
colonization	offer
world	split
world	split
British East India Company	establish
explanation	need
he	influence
Soviet Union	support
Bolshevik leader	reestablish
Bolshevik leader	reestablish
Lenin	write
Mao Zedong	argue
period	call
figure	geographer
Isiah Bowman	come
inquiry	idea
Edward Said	make
Ottoman Empire	empire
empire	ally
UMC	trace
attempt	appoint
Richard Allen	become
United Methodist Church	create
Dr. Thomas Coke	assist
John Wesley	compel
United Methodist practice	trace
theologian Albert C. Outler	lead
Rev. Paul T. Stallsworth	say
saint	include
saint	include
purpose	be
decision	in-between
one	decision
methodist clergy	ordain
Elders	call
Elders	give
Elders	assign
Elders	serve
they	appoint
Elders	assign
deacon	call
deacon	give
deacon	assist
deacon	serve
deacon	call
deacon	give
deacon	assist
deacon	serve
pastor	have
war	fight
William Pitt	come
expedition force	consist
government	give
Christopher Gist	explore
Paul Marin de la malgue	give
Mohawk Chief Hendrick	insist
Dinwiddie	order
Washington	left
Jacques Legardeur de Saint-Pierre	invite
Braddock	lead
french	acquire
Shirley	left
expedition	organize
battle	end
Colonel Monckton	capture
Newcastle	replace
army reinforcement	experienced
he	refuse
Montcalm	slip
he	order
he	embark
victory	continue
King George III	issue
most	correct
Sir Isaac Newton	formulate
Einstein	develop
Aristotle	provide
sphere	contain
Aristotle	believe
Aristotle	aware
shortcoming	correct
shortcoming	correct
Galileo	construct
First Law	state
Newton	propose
First Law	connect
First Law	state
Newton	propose
First Law	connect
Albert Einstein	extend
these	formulate
Dynamic equilibrium	describe
Galileo	realize
Galileo	conclude
simple experiment	show
Dynamic equilibrium	describe
Galileo	realize
Galileo	conclude
simple experiment	show
Aristotle	misinterpret
Isaac Newton	unify
we	identify
Galileo	instrumental
1798	report
constant	come
Newton	realize
law	state
Albert Einstein	turn
Albert Einstein	turn
origin	explain
origin	explain
Maxwell Equations	describe
this	lead